TIME,GLOBAL,POLAR (N),POLAR (S),MID-LATITUDES (N),MID-LATITUDES (S),HIGH-LATITUDES (N),HIGH-LATITUDES (S),TROPICS
1986-02-24,-0.19125174885907215,-0.060608943442873896,0.13983609911859712,-0.043001989332914235,-0.04982706491435033,-0.07687322874741419,0.008232820382367462,-0.11143882285053407
1986-02-25,-0.20304352067931808,-0.07151462635687178,0.15818577467720138,-0.06700561704756927,-0.06549666436790152,-0.03263341749497743,0.004786452646816114,-0.13090524166404288
1986-02-26,-0.16552289949639132,-0.06470720061263802,0.167281044617601,-0.08207288356463177,-0.06360186303493554,0.012654224811487723,-0.0041011525007153445,-0.1317463324615358
1986-02-27,-0.13603907559535966,-0.05495313828508102,0.15749246832716265,-0.10399851887746647,-0.043338082510382125,0.08110237633641987,-0.007443286371676415,-0.16420212185113048
1986-02-28,-0.16314577967054364,-0.06902161459248003,0.13950105198750595,-0.14176463042855303,-0.022175670389023402,0.12033340384341136,-0.007508781978337683,-0.18038379308759656
1986-03-01,-0.20367312204900262,-0.08304118492530776,0.15127808812447635,-0.1320271707434304,-0.02000417137819236,0.08890812509090854,-0.0037575899945984322,-0.20445659032634855
1986-03-02,-0.19833849020352481,-0.09014307141550812,0.16104876022208997,-0.07210512852454228,-0.010068854020154672,0.04723189099726272,0.00030675182035530747,-0.23512361871562926
1986-03-03,-0.21075942108814522,-0.09344216510334896,0.14322785822740228,0.001927029177028562,-0.016616695529432058,-0.02598941392330552,0.002207272044814523,-0.22360420997831346
1986-03-04,-0.17119340497840738,-0.10678045810277181,0.13954058699242067,0.04385501587086067,-0.024105013055826168,-0.035242984103909455,0.006388808914114314,-0.19704461133222065
1986-03-05,-0.10905655470387865,-0.09205898812026736,0.13773521108226017,0.04127646756791872,-0.014875256263384545,-0.018150554922788924,0.010724828734331289,-0.17486840171456752
1986-03-06,-0.12876279106381916,-0.08713282044946699,0.12667847804593077,0.028598196318989026,-0.011880592503127226,-0.040698968823337504,0.009290821083516846,-0.15584398202255056
1986-03-07,-0.22455358523772664,-0.09497693920277574,0.10579215874810617,-0.0515443704555908,-0.032161723355115794,-0.026880734994005142,0.015344895860450737,-0.14220627153122556
1986-03-08,-0.26274855308439027,-0.09581970169538509,0.08387399532476399,-0.06504407188622022,-0.029064342551583928,-0.05343402560192731,0.0150785451941015,-0.1197547027363627
1986-03-09,-0.2544219450978116,-0.10416145159552279,0.06636401174589841,-0.03143523136084752,-0.03302849169253136,-0.06737307070783527,0.010469253165550207,-0.09656569064059985
